word,color,condition,correct_key,condition_tag,thisN,thisTrialN,thisRepN,key_resp_stroop.keys,key_resp_stroop.corr,key_resp_stroop.rt,key_resp_stroop.duration,type,key_resp_oddball.keys,key_resp_oddball.corr,key_resp_oddball.rt,key_resp_oddball.duration,stroop_loop.thisRepN,stroop_loop.thisTrialN,stroop_loop.thisN,stroop_loop.thisIndex,oddball_loop.thisRepN,oddball_loop.thisTrialN,oddball_loop.thisN,oddball_loop.thisIndex,thisRow.t,notes,piloting,Baseline_routine.started,baseline_screen.started,Baseline_routine.stopped,stroop_Instruction.started,instructionStroop.started,stroop_Instruction.stopped,stroop_trial.started,stroop_stim.started,key_resp_stroop.started,stroop_stim.stopped,stroop_trial.stopped,stroop_loop.key_resp_stroop.keys,stroop_loop.key_resp_stroop.corr,ITI.started,text.started,ITI.stopped,stroop_loop.key_resp_stroop.rt,stroop_loop.key_resp_stroop.duration,text.stopped,oddball_instruction.started,instructionOddball.started,oddball_instruction.stopped,oddball_trial.started,circle_stim.started,key_resp_oddball.started,circle_stim.stopped,oddball_trial.stopped,oddball_loop.key_resp_oddball.keys,oddball_loop.key_resp_oddball.corr,oddball_loop.key_resp_oddball.rt,oddball_loop.key_resp_oddball.duration,participant,Age,Sex,Vision,Handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.023311900004046038,0.034589800001413096,60.00600590000249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.006089800001064,60.031347399999504,70.00564989999839,,,,,,,,,,,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,green,incongruent,g,STROOP_INCONG,0,0,0,None,0,,,,,,,,0,0,0,40,,,,,70.24706899999728,,,,,,,,,70.23662889999832,70.24706899999728,70.24706899999728,71.24951660000079,71.5053207000019,None,0,71.50543199999811,71.51629430000321,72.50526949999767,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,1,1,0,None,0,,,,,,,,0,1,1,95,,,,,72.53115010000329,,,,,,,,,72.50965859999997,72.53115010000329,72.53115010000329,73.53286920000392,74.0051300999985,None,0,74.00524250000308,74.01617100000294,75.00530550000258,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,yellow,incongruent,y,STROOP_INCONG,2,2,0,None,0,,,,,,,,0,2,2,87,,,,,75.03119529999822,,,,,,,,,75.01086349999969,75.03119529999822,75.03119529999822,76.03257409999787,76.50501570000051,None,0,76.5051323000007,76.51605399999971,77.50402480000048,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,3,3,0,None,0,,,,,,,,0,3,3,20,,,,,77.51518770000257,,,,,,,,,77.50478970000404,77.51518770000257,77.51518770000257,78.51610410000285,79.00494020000042,None,0,79.00505290000001,79.015550600001,80.00485520000075,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,4,4,0,None,0,,,,,,,,0,4,4,86,,,,,80.03005619999749,,,,,,,,,80.01025269999809,80.03005619999749,80.03005619999749,81.03265529999771,81.50474899999972,None,0,81.50486369999999,81.51531980000436,82.5047926000043,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,5,5,0,None,0,,,,,,,,0,5,5,11,,,,,82.53069369999866,,,,,,,,,82.50933790000272,82.53069369999866,82.53069369999866,83.53244450000057,84.00478250000015,None,0,84.0048988999988,84.01577779999934,85.00464140000258,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,green,incongruent,g,STROOP_INCONG,6,6,0,b,0,0.32842779999919003,0.1684127999978955,,,,,,0,6,6,36,,,,,85.01521800000046,,,,,,,,,85.0054014999987,85.01521800000046,85.01521800000046,86.01543030000175,86.50451269999758,b,0,86.50464430000284,86.51572090000263,87.50486960000126,0.32842779999919003,0.1684127999978955,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,7,7,0,b,0,1.1886959999974351,0.05480379999789875,,,,,,0,7,7,70,,,,,87.53068489999714,,,,,,,,,87.50931449999916,87.53068489999714,87.53068489999714,88.53199419999873,89.00459489999776,b,0,89.00473020000209,89.01549089999753,90.00451700000121,1.1886959999974351,0.05480379999789875,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,8,8,0,y,0,1.193535600003088,0.08255739999731304,,,,,,0,8,8,101,,,,,90.02945180000097,,,,,,,,,90.00993659999949,90.02945180000097,90.02945180000097,91.03202920000331,91.50435730000027,y,0,91.50448860000324,91.51537900000403,92.50426069999958,1.193535600003088,0.08255739999731304,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,blue,incongruent,b,STROOP_INCONG,9,9,0,None,0,,,,,,,,0,9,9,24,,,,,92.5304746000038,,,,,,,,,92.50890810000419,92.5304746000038,92.5304746000038,93.53197730000102,94.00435799999832,None,0,94.0044732000024,94.01528720000351,95.00412330000108,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,10,10,0,b,0,0.8213790000008885,0.11034520000248449,,,,,,0,10,10,115,,,,,95.03020300000207,,,,,,,,,95.00861720000103,95.03020300000207,95.03020300000207,96.03160970000317,96.50402290000056,b,0,96.50415390000126,96.51519189999817,97.503973400002,0.8213790000008885,0.11034520000248449,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,blue,incongruent,b,STROOP_INCONG,11,11,0,None,0,,,,,,,,0,11,11,68,,,,,97.53007629999775,,,,,,,,,97.50838310000108,97.53007629999775,97.53007629999775,98.53170680000039,99.00397270000394,None,0,99.00408569999854,99.01501460000145,100.00430880000204,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,12,12,0,None,0,,,,,,,,0,12,12,0,,,,,100.02917200000229,,,,,,,,,100.00919419999991,100.02917200000229,100.02917200000229,101.03167199999734,101.50431050000043,None,0,101.50442430000112,101.5146922999993,102.50290459999815,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,yellow,incongruent,y,STROOP_INCONG,13,13,0,None,0,,,,,,,,0,13,13,8,,,,,102.51405070000328,,,,,,,,,102.50366360000044,102.51405070000328,102.51405070000328,103.5148463000005,104.00372600000264,None,0,104.00384789999953,104.01478650000354,105.00381740000012,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,14,14,0,None,0,,,,,,,,0,14,14,16,,,,,105.01443889999791,,,,,,,,,105.00455949999741,105.01443889999791,105.01443889999791,106.01446930000384,106.50369900000078,None,0,106.50382499999978,106.51462770000217,107.50275970000075,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,15,15,0,None,0,,,,,,,,0,15,15,46,,,,,107.52907140000025,,,,,,,,,107.5073584999991,107.52907140000025,107.52907140000025,108.53123729999788,109.00350230000186,None,0,109.00361590000102,109.01466710000386,110.00356450000254,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,16,16,0,None,0,,,,,,,,0,16,16,63,,,,,110.01432699999714,,,,,,,,,110.00433899999916,110.01432699999714,110.01432699999714,111.01454119999835,111.50338210000336,None,0,111.50350459999754,111.51450019999902,112.5035085999989,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,17,17,0,None,0,,,,,,,,0,17,17,51,,,,,112.52937419999944,,,,,,,,,112.50892620000377,112.52937419999944,112.52937419999944,113.53097669999988,114.00345540000126,None,0,114.0035715999984,114.01412259999779,115.00229039999977,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,blue,incongruent,b,STROOP_INCONG,18,18,0,None,0,,,,,,,,0,18,18,109,,,,,115.02841130000161,,,,,,,,,115.00695160000032,115.02841130000161,115.02841130000161,116.03002389999892,116.5036534000028,None,0,116.50376479999977,116.51420910000161,117.50328119999904,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,19,19,0,None,0,,,,,,,,0,19,19,106,,,,,117.51411730000109,,,,,,,,,117.50403830000141,117.51411730000109,117.51411730000109,118.51354900000297,119.00288870000077,None,0,119.00300479999714,119.013890000002,120.00318030000199,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,green,incongruent,g,STROOP_INCONG,20,20,0,None,0,,,,,,,,0,20,20,69,,,,,120.02909350000118,,,,,,,,,120.0084932000027,120.02909350000118,120.02909350000118,121.03061609999713,121.50283889999992,None,0,121.50295149999874,121.51400730000023,122.50265870000294,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,21,21,0,None,0,,,,,,,,0,21,21,30,,,,,122.52923620000365,,,,,,,,,122.5069175000026,122.52923620000365,122.52923620000365,123.53048410000338,124.0029646000039,None,0,124.00307969999994,124.01385119999759,125.00202310000168,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,22,22,0,None,0,,,,,,,,0,22,22,21,,,,,125.02797049999936,,,,,,,,,125.00716909999755,125.02797049999936,125.02797049999936,126.03031970000302,126.50279260000389,None,0,126.50290739999764,126.51370080000197,127.50268440000218,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,23,23,0,None,0,,,,,,,,0,23,23,34,,,,,127.51374600000418,,,,,,,,,127.50341509999998,127.51374600000418,127.51374600000418,128.5136752000035,129.00315840000258,None,0,129.0032704000041,129.0136921000012,130.00271529999736,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,yellow,incongruent,y,STROOP_INCONG,24,24,0,None,0,,,,,,,,0,24,24,83,,,,,130.02764130000287,,,,,,,,,130.00725090000196,130.02764130000287,130.02764130000287,131.03013450000435,131.5024964999975,None,0,131.50261170000158,131.5135353000005,132.50222329999815,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,25,25,0,None,0,,,,,,,,0,25,25,47,,,,,132.51321720000124,,,,,,,,,132.50297480000154,132.51321720000124,132.51321720000124,133.5133726999993,134.00240219999978,None,0,134.00251720000233,134.01341700000194,135.00268669999787,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,yellow,incongruent,y,STROOP_INCONG,26,26,0,None,0,,,,,,,,0,26,26,44,,,,,135.02846190000128,,,,,,,,,135.00775360000262,135.02846190000128,135.02846190000128,136.02976540000236,136.50236840000434,None,0,136.50248460000148,136.51316229999793,137.50232040000265,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,27,27,0,None,0,,,,,,,,0,27,27,1,,,,,137.52820909999718,,,,,,,,,137.50662680000096,137.52820909999718,137.52820909999718,138.52889580000192,139.00211529999797,None,0,139.00223650000407,139.01315199999954,140.00204759999906,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,yellow,incongruent,y,STROOP_INCONG,28,28,0,None,0,,,,,,,,0,28,28,112,,,,,140.02809530000377,,,,,,,,,140.0070556999999,140.02809530000377,140.02809530000377,141.02953539999726,141.5019969999994,None,0,141.50211300000228,141.51308830000198,142.50197959999787,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,yellow,incongruent,y,STROOP_INCONG,29,29,0,None,0,,,,,,,,0,29,29,22,,,,,142.52805939999962,,,,,,,,,142.506550099999,142.52805939999962,142.52805939999962,143.52945360000012,144.00193469999795,None,0,144.0020472000033,144.01286670000263,145.0018784999993,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,green,incongruent,g,STROOP_INCONG,30,30,0,None,0,,,,,,,,0,30,30,107,,,,,145.01265640000202,,,,,,,,,145.00262820000353,145.01265640000202,145.01265640000202,146.01261879999947,146.50173170000198,None,0,146.50184910000098,146.51275449999957,147.50167019999935,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,31,31,0,None,0,,,,,,,,0,31,31,2,,,,,147.52792780000163,,,,,,,,,147.50685350000276,147.52792780000163,147.52792780000163,148.5293313000002,149.00162439999986,None,0,149.00173989999894,149.01244600000064,150.00179030000436,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,blue,incongruent,b,STROOP_INCONG,32,32,0,None,0,,,,,,,,0,32,32,10,,,,,150.02766739999788,,,,,,,,,150.0070132000037,150.02766739999788,150.02766739999788,151.02917359999992,151.50158770000417,None,0,151.50170490000164,151.51249529999768,152.5009790999975,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,33,33,0,None,0,,,,,,,,0,33,33,15,,,,,152.51204169999983,,,,,,,,,152.50173820000055,152.51204169999983,152.51204169999983,153.5125085000036,154.00153039999714,None,0,154.00164750000113,154.01255110000056,155.00137240000186,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,red,incongruent,r,STROOP_INCONG,34,34,0,None,0,,,,,,,,0,34,34,9,,,,,155.02742130000115,,,,,,,,,155.00636459999805,155.02742130000115,155.02742130000115,156.0446243999977,156.50151480000204,None,0,156.50163189999876,156.51173079999717,157.50147319999814,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,blue,incongruent,b,STROOP_INCONG,35,35,0,None,0,,,,,,,,0,35,35,28,,,,,157.51239680000435,,,,,,,,,157.50222909999866,157.51239680000435,157.51239680000435,158.51199890000134,159.00135949999822,None,0,159.00147309999738,159.01217349999934,160.00130920000083,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,36,36,0,None,0,,,,,,,,0,36,36,13,,,,,160.012180800004,,,,,,,,,160.00206810000236,160.012180800004,160.012180800004,161.0120406999995,161.5013678000032,None,0,161.5014833000023,161.51217480000196,162.50120269999752,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,green,incongruent,g,STROOP_INCONG,37,37,0,None,0,,,,,,,,0,37,37,108,,,,,162.52719049999723,,,,,,,,,162.5056917000038,162.52719049999723,162.52719049999723,163.52849219999916,164.0011530999982,None,0,164.00126689999888,164.01207240000076,165.00093980000383,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,38,38,0,None,0,,,,,,,,0,38,38,18,,,,,165.02626579999924,,,,,,,,,165.00606800000241,165.02626579999924,165.02626579999924,166.02836090000346,166.5010975999976,None,0,166.50121349999972,166.51187490000302,167.50109930000326,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,39,39,0,None,0,,,,,,,,0,39,39,3,,,,,167.51197330000286,,,,,,,,,167.5018532000031,167.51197330000286,167.51197330000286,168.51156060000358,169.00050010000268,None,0,169.00061350000033,169.01171330000216,170.00062949999847,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,yellow,incongruent,y,STROOP_INCONG,40,40,0,None,0,,,,,,,,0,40,40,80,,,,,170.0256456999996,,,,,,,,,170.0051026000001,170.0256456999996,170.0256456999996,171.0281404999987,171.50114700000267,None,0,171.5012629999983,171.51171189999877,172.49999119999848,,,172.51078969999799,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,41,41,0,None,0,,,,,,,,0,41,41,85,,,,,172.51078969999799,,,,,,,,,172.50071939999907,172.51078969999799,172.51078969999799,173.5115158999979,174.00045859999955,None,0,174.00057319999905,174.01150770000095,175.00071050000406,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,42,42,0,None,0,,,,,,,,0,42,42,91,,,,,175.01157429999876,,,,,,,,,175.00146449999738,175.01157429999876,175.01157429999876,176.01093519999995,176.5009491000019,None,0,176.50106550000055,176.5114598,177.50022970000282,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,blue,incongruent,b,STROOP_INCONG,43,43,0,None,0,,,,,,,,0,43,43,43,,,,,177.526374699999,,,,,,,,,177.5052366000018,177.526374699999,177.526374699999,178.527917899999,179.0002530999991,None,0,179.00036810000165,179.01139030000195,180.00012450000213,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,green,incongruent,g,STROOP_INCONG,44,44,0,None,0,,,,,,,,0,44,44,35,,,,,180.0262251000022,,,,,,,,,180.00519670000358,180.0262251000022,180.0262251000022,181.0276212000026,181.50028710000333,None,0,181.50040389999776,181.51116919999913,182.49950530000206,,,182.52530760000082,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,45,45,0,None,0,,,,,,,,0,45,45,58,,,,,182.52530760000082,,,,,,,,,182.5038143999991,182.52530760000082,182.52530760000082,183.5275421999977,184.00023440000223,None,0,184.00034640000376,184.01099409999733,185.0002209000013,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
