word,color,condition,correct_key,condition_tag,thisN,thisTrialN,thisRepN,key_resp_stroop.keys,key_resp_stroop.corr,key_resp_stroop.rt,key_resp_stroop.duration,type,key_resp_oddball.keys,key_resp_oddball.corr,key_resp_oddball.rt,key_resp_oddball.duration,stroop_loop.thisRepN,stroop_loop.thisTrialN,stroop_loop.thisN,stroop_loop.thisIndex,oddball_loop.thisRepN,oddball_loop.thisTrialN,oddball_loop.thisN,oddball_loop.thisIndex,thisRow.t,notes,piloting,Baseline_routine.started,baseline_screen.started,Baseline_routine.stopped,stroop_Instruction.started,instructionStroop.started,stroop_Instruction.stopped,stroop_trial.started,stroop_stim.started,key_resp_stroop.started,stroop_stim.stopped,stroop_trial.stopped,stroop_loop.key_resp_stroop.keys,stroop_loop.key_resp_stroop.corr,ITI.started,text.started,ITI.stopped,stroop_loop.key_resp_stroop.rt,stroop_loop.key_resp_stroop.duration,text.stopped,oddball_instruction.started,instructionOddball.started,oddball_instruction.stopped,oddball_trial.started,circle_stim.started,key_resp_oddball.started,circle_stim.stopped,oddball_trial.stopped,oddball_loop.key_resp_oddball.keys,oddball_loop.key_resp_oddball.corr,oddball_loop.key_resp_oddball.rt,oddball_loop.key_resp_oddball.duration,participant,Age,Sex,Vision,Handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,
yellow,yellow,congruent,y,STROOP_CONG,97,97,0,None,0,,,,,,,,0,97,97,37,,,,,312.52165909999894,,,,,,,,,312.5116579000023,312.52165909999894,312.52165909999894,313.5216416999974,314.01083859999926,None,0,314.0109522999992,314.0216462000026,315.0106818999993,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,red,incongruent,r,STROOP_INCONG,98,98,0,None,0,,,,,,,,0,98,98,76,,,,,315.0212474,,,,,,,,,315.01143109999975,315.0212474,315.0212474,316.02148119999765,316.5106983000005,None,0,316.51081220000196,316.52155720000155,317.5105979,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,blue,incongruent,b,STROOP_INCONG,99,99,0,None,0,,,,,,,,0,99,99,66,,,,,317.5214558000007,,,,,,,,,317.511342400001,317.5214558000007,317.5214558000007,318.5214943000028,319.0104763999989,None,0,319.01059140000143,319.02101660000335,320.0104963999984,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,red,incongruent,r,STROOP_INCONG,100,100,0,None,0,,,,,,,,0,100,100,96,,,,,320.03630440000416,,,,,,,,,320.0166132000013,320.03630440000416,320.03630440000416,321.03786599999876,321.50990420000016,None,0,321.5100179000001,321.52127550000296,322.51041599999735,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,yellow,incongruent,y,STROOP_INCONG,101,101,0,None,0,,,,,,,,0,101,101,54,,,,,322.5362260999973,,,,,,,,,322.51474120000057,322.5362260999973,322.5362260999973,323.5377332999997,324.0025958999977,None,0,324.00283959999797,324.020139799999,325.0102990000014,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
green,green,congruent,g,STROOP_CONG,102,102,0,None,0,,,,,,,,0,102,102,99,,,,,325.0361015000017,,,,,,,,,325.01511169999867,325.0361015000017,325.0361015000017,326.0375039999999,326.51011319999816,None,0,326.51022779999766,326.52096419999725,327.5101489000008,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,yellow,incongruent,y,STROOP_INCONG,103,103,0,None,0,,,,,,,,0,103,103,88,,,,,327.53507569999783,,,,,,,,,327.515015500001,327.53507569999783,327.53507569999783,328.5376318999988,329.0101001000003,None,0,329.01021420000325,329.02091449999716,330.00999550000415,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,red,incongruent,r,STROOP_INCONG,104,104,0,None,0,,,,,,,,0,104,104,19,,,,,330.03588730000047,,,,,,,,,330.0153444000025,330.03588730000047,330.03588730000047,331.03679840000405,331.5100031000038,None,0,331.5101188999979,331.5207650000011,332.5096582999977,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,green,incongruent,g,STROOP_INCONG,105,105,0,None,0,,,,,,,,0,105,105,118,,,,,332.5358553999977,,,,,,,,,332.51398360000167,332.5358553999977,332.5358553999977,333.5368275000001,334.0096587000007,None,0,334.00977129999956,334.02044300000125,335.00954210000054,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,red,incongruent,r,STROOP_INCONG,106,106,0,None,0,,,,,,,,0,106,106,53,,,,,335.03561400000035,,,,,,,,,335.014720500003,335.03561400000035,335.03561400000035,336.0373576999991,336.5097467000014,None,0,336.50986479999847,336.5205449999994,337.5096648000035,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,107,107,0,None,0,,,,,,,,0,107,107,61,,,,,337.5203554999971,,,,,,,,,337.5104280000014,337.5203554999971,337.5203554999971,338.52032429999963,339.0096221999993,None,0,339.00973610000074,339.020242700004,340.0094162000023,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,108,108,0,None,0,,,,,,,,0,108,108,102,,,,,340.03539589999855,,,,,,,,,340.0138408999992,340.03539589999855,340.03539589999855,341.0368206999992,341.5095425000036,None,0,341.50965480000013,341.52028810000047,342.50917130000016,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,green,incongruent,g,STROOP_INCONG,109,109,0,None,0,,,,,,,,0,109,109,56,,,,,342.52015409999876,,,,,,,,,342.50992340000084,342.52015409999876,342.52015409999876,343.52012439999817,344.00923870000406,None,0,344.0093515999979,344.0200801000028,345.0091384999978,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,green,incongruent,g,STROOP_INCONG,110,110,0,None,0,,,,,,,,0,110,110,33,,,,,345.0200111000013,,,,,,,,,345.0099283000018,345.0200111000013,345.0200111000013,346.0200199000028,346.50996119999763,None,0,346.5100747000033,346.52001069999824,347.50899709999794,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,red,incongruent,r,STROOP_INCONG,111,111,0,None,0,,,,,,,,0,111,111,67,,,,,347.535020299998,,,,,,,,,347.5133096999998,347.535020299998,347.535020299998,348.5356561000008,349.00888829999894,None,0,349.00900620000175,349.0197831999976,350.00904869999795,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,112,112,0,None,0,,,,,,,,0,112,112,50,,,,,350.03479949999746,,,,,,,,,350.0148568000004,350.03479949999746,350.03479949999746,351.0365554000018,351.5089183000018,None,0,351.5090334999986,351.51970699999947,352.5086988000039,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,113,113,0,None,0,,,,,,,,0,113,113,94,,,,,352.53491300000314,,,,,,,,,352.5129148999986,352.53491300000314,352.53491300000314,353.536334000004,354.0088267000028,None,0,354.0089416999981,354.0195581000007,355.0088079999987,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,114,114,0,None,0,,,,,,,,0,114,114,89,,,,,355.03470180000295,,,,,,,,,355.0132920000033,355.03470180000295,355.03470180000295,356.0355617000023,356.5089513999992,None,0,356.5090657999972,356.5195509000041,357.50871129999723,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,115,115,0,None,0,,,,,,,,0,115,115,79,,,,,357.53492659999756,,,,,,,,,357.5145235000018,357.53492659999756,357.53492659999756,358.53604440000345,359.00861910000094,None,0,359.00873370000045,359.0192926000018,360.00874340000155,,,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,red,congruent,r,STROOP_CONG,116,116,0,r,0,0.8286098000025959,0.14878879999741912,,,,,,0,116,116,65,,,,,360.0345585000032,,,,,,,,,360.0156033000021,360.0345585000032,360.0345585000032,361.03579990000435,361.50857610000094,r,0,361.50870600000053,361.51895610000065,362.50753650000115,0.8286098000025959,0.14878879999741912,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
blue,blue,congruent,b,STROOP_CONG,117,117,0,b,0,0.7078734000024269,0.10595650000323076,,,,,,0,117,117,111,,,,,362.5334763999999,,,,,,,,,362.5121253000034,362.5334763999999,362.5334763999999,363.53510670000105,364.0085063000006,b,0,364.00863650000247,364.0190403000015,365.00879749999876,0.7078734000024269,0.10595650000323076,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
yellow,yellow,congruent,y,STROOP_CONG,118,118,0,y,0,0.7357832999987295,0.09806140000000596,,,,,,0,118,118,26,,,,,365.03416350000043,,,,,,,,,365.0139147000009,365.03416350000043,365.03416350000043,366.0357979000037,366.5072982999991,y,0,366.5074272999991,366.51816150000377,367.5083291999981,0.7357832999987295,0.09806140000000596,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
red,yellow,incongruent,y,STROOP_INCONG,119,119,0,y,0,1.177362100002938,0.07564319999801228,,,,,,0,119,119,25,,,,,367.5341096999982,,,,,,,,,367.5128283000013,367.5341096999982,367.5341096999982,368.53565640000306,369.008279200003,y,0,369.00841200000286,369.0188677000042,370.00703839999915,1.177362100002938,0.07564319999801228,,,,,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0072291000033,370.0184018,430.00543520000065,,,,,,,,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,0,0,0,,,,,std,None,0,,,,,,,0,0,0,45,430.2301499000023,,,,,,,,,,,,,,,,431.50529280000046,431.5154047000033,432.50511720000213,,,,,,,430.2067190000016,430.2301499000023,430.2301499000023,431.2326908000032,431.5051652999973,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,1,1,0,,,,,std,None,0,,,,,,,0,1,1,57,432.5159848999974,,,,,,,,,,,,,,,,434.0050577000002,434.01594820000173,435.00642309999967,,,,,,,432.50627930000337,432.5159848999974,432.5159848999974,433.5159332999974,434.0049356000018,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,2,2,0,,,,,std,space,0,0.27960140000504907,0.10962929999368498,,,,,0,2,2,79,435.03097290000005,,,,,,,,,,,,,,,,436.5048994000026,436.5158003000033,437.5049493000042,,,,,,,435.0075378000038,435.03097290000005,435.03097290000005,436.03279730000213,436.5047639999975,space,0,0.27960140000504907,0.10962929999368498,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,3,3,0,,,,,tgt,space,1,0.3051573000047938,0.12729259999468923,,,,,0,3,3,116,437.515799599998,,,,,,,,,,,,,,,,439.0039909000043,439.014677799998,440.0043521000043,,,,,,,437.5061341999972,437.515799599998,437.515799599998,438.5157216000007,439.00385449999885,space,1,0.3051573000047938,0.12729259999468923,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,4,4,0,,,,,std,space,0,0.32791849999921396,0.0766832000008435,,,,,0,4,4,146,440.015083899998,,,,,,,,,,,,,,,,441.5046358000036,441.51572000000306,442.5042467000021,,,,,,,440.00580210000044,440.015083899998,440.015083899998,441.0154358,441.5044953000033,space,0,0.32791849999921396,0.0766832000008435,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,5,5,0,,,,,std,space,0,0.6063627999974415,0.15098649999708869,,,,,0,5,5,71,442.5152873000043,,,,,,,,,,,,,,,,444.0045848000009,444.01543440000387,445.0044218999974,,,,,,,442.5053853999998,442.5152873000043,442.5152873000043,443.51525019999826,444.00444779999816,space,0,0.6063627999974415,0.15098649999708869,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,6,6,0,,,,,tgt,space,1,0.4463006000005407,0.13173269999970216,,,,,0,6,6,20,445.0155375000031,,,,,,,,,,,,,,,,446.5044667999973,446.5153352999987,447.5033485000022,,,,,,,445.00557870000193,445.0155375000031,445.0155375000031,446.01537239999743,446.5043291999973,space,1,0.4463006000005407,0.13173269999970216,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,7,7,0,,,,,tgt,space,1,0.7703113000025041,0.1805977999974857,,,,,0,7,7,144,447.5144280000022,,,,,,,,,,,,,,,,449.00441890000366,449.01504930000374,450.0042637000006,,,,,,,447.5045553000018,447.5144280000022,447.5144280000022,448.51464750000014,449.00428100000136,space,1,0.7703113000025041,0.1805977999974857,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,8,8,0,,,,,std,space,0,0.29778109999460867,0.1240304000020842,,,,,0,8,8,19,450.01522359999944,,,,,,,,,,,,,,,,451.504205199999,451.5149096000023,452.50405200000387,,,,,,,450.0054165000038,450.01522359999944,450.01522359999944,451.01502289999917,451.50406929999735,space,0,0.29778109999460867,0.1240304000020842,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,9,9,0,,,,,std,space,0,1.4557647999972687,None,,,,,0,9,9,76,452.51507539999875,,,,,,,,,,,,,,,,454.00411870000244,454.01493850000406,455.0039829000016,,,,,,,452.5052039000002,452.51507539999875,452.51507539999875,453.5149262999985,454.0039822000035,space,0,1.4557647999972687,None,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,10,10,0,,,,,std,None,0,,,,,,,0,10,10,8,455.01477619999787,,,,,,,,,,,,,,,,456.5039190000025,456.51468849999947,457.5037691000034,,,,,,,455.00514680000197,455.01477619999787,455.01477619999787,456.0138439000002,456.5037977000029,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,11,11,0,,,,,std,None,0,,,,,,,0,11,11,37,457.51496249999764,,,,,,,,,,,,,,,,459.0053074000025,459.01469960000395,460.0036743000019,,,,,,,457.5048714000004,457.51496249999764,457.51496249999764,458.5147577000025,459.0051852000033,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,12,12,0,,,,,std,None,0,,,,,,,0,12,12,81,460.0148077999984,,,,,,,,,,,,,,,,461.50382920000266,461.5147527000008,462.5035742999971,,,,,,,460.0048683999994,460.0148077999984,460.0148077999984,461.0138137000031,461.50370990000374,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,13,13,0,,,,,std,None,0,,,,,,,0,13,13,183,462.5147505999994,,,,,,,,,,,,,,,,464.00357670000085,464.01438860000053,465.0034741999989,,,,,,,462.50467030000436,462.5147505999994,462.5147505999994,463.51450150000164,464.0034558000043,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,14,14,0,,,,,tgt,space,1,1.1218702000041958,0.16635500000120373,,,,,0,14,14,14,465.01453510000283,,,,,,,,,,,,,,,,466.50369800000044,466.51428719999967,467.5031149999995,,,,,,,465.0046316000007,465.01453510000283,465.01453510000283,466.0143328999984,466.503566600004,space,1,1.1218702000041958,0.16635500000120373,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,15,15,0,,,,,tgt,None,0,,,,,,,0,15,15,173,467.5140198000008,,,,,,,,,,,,,,,,469.0033994999976,469.0140692999994,470.003171700002,,,,,,,467.50426519999746,467.5140198000008,467.5140198000008,468.51412379999965,469.0032659999997,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,16,16,0,,,,,tgt,None,0,,,,,,,0,16,16,95,470.01433830000315,,,,,,,,,,,,,,,,471.5033320000002,471.51420450000296,472.5030814999991,,,,,,,470.00428100000136,470.01433830000315,470.01433830000315,471.01399530000344,471.5032085999992,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,17,17,0,,,,,std,None,0,,,,,,,0,17,17,103,472.5138411000007,,,,,,,,,,,,,,,,474.0033795999989,474.013369100001,475.00317350000114,,,,,,,472.5042287000033,472.5138411000007,472.5138411000007,473.51403220000066,474.0032557000013,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,18,18,0,,,,,tgt,None,0,,,,,,,0,18,18,38,475.0138831000004,,,,,,,,,,,,,,,,476.50327310000284,476.513970699998,477.50201850000303,,,,,,,475.0043416999979,475.0138831000004,475.0138831000004,476.01389930000005,476.5031497000018,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,19,19,0,,,,,std,None,0,,,,,,,0,19,19,85,477.5132212000026,,,,,,,,,,,,,,,,479.00296700000035,479.0136746999997,480.0026732999977,,,,,,,477.50315989999945,477.5132212000026,477.5132212000026,478.51380639999843,479.0028442999974,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,20,20,0,,,,,tgt,None,0,,,,,,,0,20,20,119,480.0139030999999,,,,,,,,,,,,,,,,481.5033256000024,481.5130844000014,482.5024013000002,,,,,,,480.0037905999998,480.0139030999999,480.0139030999999,481.01357650000136,481.5032014000026,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,21,21,0,,,,,std,None,0,,,,,,,0,21,21,143,482.5137356999985,,,,,,,,,,,,,,,,484.0026945999998,484.0135386999973,485.0025808999999,,,,,,,482.5035396000021,482.5137356999985,482.5137356999985,483.51352849999967,484.00257319999946,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,22,22,0,,,,,std,None,0,,,,,,,0,22,22,42,485.0135025999989,,,,,,,,,,,,,,,,486.50258230000327,486.5134939999989,487.5020783,,,,,,,485.00372960000095,485.0135025999989,485.0135025999989,486.01343720000295,486.50246300000435,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,23,23,0,,,,,std,None,0,,,,,,,0,23,23,5,487.5133614000006,,,,,,,,,,,,,,,,489.0025558999987,489.0133010999998,490.00224460000027,,,,,,,487.50322009999945,487.5133614000006,487.5133614000006,488.5133317,489.0024321000019,None,0,,,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,24,24,0,,,,,std,space,0,0.17904920000000857,0.18138180000096327,,,,,0,24,24,199,490.0134734000021,,,,,,,,,,,,,,,,491.5024773999976,491.5130133999992,492.5021401999984,,,,,,,490.0033459000042,490.0134734000021,490.0134734000021,491.01301760000206,491.5023407999979,space,0,0.17904920000000857,0.18138180000096327,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,black,,n/a,ODDBALL_STANDARD,25,25,0,,,,,std,space,0,1.3513807999988785,0.08860419999837177,,,,,0,25,25,92,492.51313110000046,,,,,,,,,,,,,,,,494.0021543999974,494.01311729999725,495.0023278000008,,,,,,,492.5033016000016,492.51313110000046,492.51313110000046,493.51299709999876,494.0020227999994,space,0,1.3513807999988785,0.08860419999837177,ANR_FS002,23,Prefer not to say,Corrected,Ambidexterous,2026-06-19_11h58.29.334,stroop_oddball,,2026.1.3,59.96501640918934,2026-06-19 11h58.29.872655 +0100,
,red,,space,ODDBALL_TARGET,26,26,0,,,,,tgt,,,,,,,,,0,26,26,124,495.01315640000394,,,,,,,,,,,,,,,,,,,,,,,,,495.0035188000038,495.01315640000394,495.01315640000394,,,,,,,,,,,,,,,,,,
